Intra_Fair2,Intra_Fair3,Intra_Fair4,Inter_Fair1,Inter_Fair2,Inter_Fair3,Customer_Care,lam1,lam2,lam3
2.3549898052218928e-5,2.3541622500009107e-5,0.003916238248211676,8.507140368806685e-9,8.507140921885318e-9,0.00559534423478425,6.837493289657442,0.5,0.5,0.0
2.1197750652089546e-5,2.1205291849060684e-5,0.003700683347797809,3.6494265187837435e-11,3.6494072404832706e-11,0.0003660173563737601,6.8789470592262525,0.5,0.5,0.0
2.4780663938132713e-5,2.480795068153111e-5,0.0038824296149835825,1.8935944966926954e-9,1.8935938899731597e-9,0.002653405028002709,6.548483582776372,0.5,0.5,0.0
4.394752621314424e-5,4.384050129178424e-5,0.00515525627301128,1.0808475646071312e-8,1.0808475937599724e-8,0.006311489159212869,6.76496942240482,0.5,0.5,0.0
3.392349868008215e-5,3.3925660379586706e-5,0.004718674963347827,1.7070004701976273e-9,1.7070003263138346e-9,0.002507751126753277,6.810303112260538,0.5,0.5,0.0
2.9604603674343406e-5,2.9606211719311974e-5,0.00423108101920851,3.5297785690497252e-9,3.529778447774936e-9,0.0035136845810548323,7.069076398804885,0.6,0.4,0.0
3.3846270771765545e-5,3.384252161703522e-5,0.004680915211119759,2.7348415849426356e-8,2.734841660667381e-8,0.00971205923885421,7.440175527776967,0.6,0.4,0.0
2.6837020534372726e-5,2.6849531863302416e-5,0.004173322602192829,1.5959358506500813e-9,1.5959354098473593e-9,0.0023544490328326617,7.273507854946826,0.6,0.4,0.0
2.7280711759866075e-5,2.7272532284842307e-5,0.004233945277436069,3.102920858724992e-9,3.1029211225384857e-9,0.0033112325662152386,6.803596581064068,0.6,0.4,0.0
2.956614672203769e-5,2.9544640793059165e-5,0.0043263228226250025,1.2462887503689873e-8,1.2462887525780493e-8,0.006585421664730973,7.2096268654453946,0.6,0.4,0.0
3.155361489794945e-5,3.1556925585699354e-5,0.004435094794333094,3.3531098859218068e-9,3.3531098858066103e-9,0.0033475816638706135,7.246749985807664,0.7,0.30000000000000004,0.0
3.350005537675702e-5,3.351626333113617e-5,0.00469099555987702,3.41067665467009e-9,3.410677573531431e-9,0.003345692546243839,7.740434064901954,0.7,0.30000000000000004,0.0
2.790482463124797e-5,2.7887693202089662e-5,0.004144449320365023,7.610295691399442e-9,7.610296385193965e-9,0.005011958608019285,7.6122755823947355,0.7,0.30000000000000004,0.0
1.1038445780263516e-5,1.103927498628971e-5,0.002666996701127433,2.1605485837566745e-9,2.1605485505597592e-9,0.0026866818055317765,7.23422439365866,0.7,0.30000000000000004,0.0
2.362209690726548e-5,2.361807029437577e-5,0.0037968781979839314,2.2974307957142684e-8,2.2974308490326207e-8,0.00870458828702425,7.6030395715570505,0.7,0.30000000000000004,0.0
5.127737057024121e-5,5.129955877464191e-5,0.0057342243135974,2.3545004961146978e-9,2.3545000674685926e-9,0.002724665289107975,7.863885482213346,0.8,0.19999999999999996,0.0
2.239228499867018e-5,2.241822509547705e-5,0.0037303866934266876,5.089854557822188e-8,5.0898547596084755e-8,0.01278884624217369,7.29059227332927,0.8,0.19999999999999996,0.0
2.5065286104358678e-5,2.5055947531919595e-5,0.003980368799836901,7.767318467067925e-9,7.767318504269612e-9,0.004954919276588754,7.7487909891814475,0.8,0.19999999999999996,0.0
3.539658124160411e-5,3.5389098249174675e-5,0.0048249649106380625,2.960902699754395e-8,2.9609027900277785e-8,0.009616890608203477,8.099192107777206,0.8,0.19999999999999996,0.0
1.6210452967972646e-5,1.6179651650407984e-5,0.0030644855404392828,2.0126835400125897e-7,2.0126838133296574e-7,0.02515431939825774,7.9178540481410105,0.8,0.19999999999999996,0.0
2.483913640067615e-5,2.482703919164872e-5,0.003973950983771669,1.0351563796534547e-7,1.035156449987818e-7,0.0179022265490012,7.349648810515452,0.9,0.09999999999999998,0.0
3.667025752101679e-5,3.6693838777753616e-5,0.004853573170746376,1.065169830282884e-7,1.0651699065348228e-7,0.018112647831962647,7.481624365561928,0.9,0.09999999999999998,0.0
2.215295359726806e-5,2.2174967114670704e-5,0.0037468743569066183,1.1460918213654445e-8,1.1460918309091342e-8,0.0059405344849281505,7.537812691005781,0.9,0.09999999999999998,0.0
1.8155856560961227e-5,1.8171935513949194e-5,0.003366187668115781,1.2905939258771575e-7,1.290594036856634e-7,0.019811372546989503,7.820935755374885,0.9,0.09999999999999998,0.0
2.5344007949735573e-5,2.533506300997641e-5,0.0039739957481464035,3.525538280451236e-8,3.525538327085482e-8,0.010455754036314602,7.283642561617221,0.9,0.09999999999999998,0.0
2.3417926290833156e-5,2.345785743462785e-5,0.0037384014468618584,2.3791709510254154e-7,2.3791713240690253e-7,0.026318288846169935,8.187437241123641,1.0,0.0,0.0
3.2181622646174165e-5,3.217706030611508e-5,0.00454278572347401,2.1630738148356587e-6,2.1630769343468186e-6,0.0799786866831873,7.738782835500255,1.0,0.0,0.0
2.141045408763909e-5,2.13939720149449e-5,0.003683690303042022,1.2664103434884477e-7,1.2664104532536177e-7,0.01941902192742262,7.539030669207957,1.0,0.0,0.0
