Intra_Fair2,Intra_Fair3,Intra_Fair4,Inter_Fair1,Inter_Fair2,Inter_Fair3,Customer_Care,lam1,lam2,lam3
0.028098056549936024,0.02832961719238175,0.13095237329275974,0.002464096776715434,0.0024448455984748957,0.5599220902483286,1.2842834453753942,0.0,0.0,1.0
0.015414260329411478,0.014628407221815071,0.08778912367752502,0.00554490917087655,0.005647538183135861,2.3623984272947682,1.9286137726758528,0.0,0.0,1.0
0.007666286467887579,0.007829048689171609,0.06418225277986718,0.0006069683158940291,0.0006101156588238475,1.5027337517794435,1.766195572407857,0.0,0.0,1.0
0.0249442814713891,0.024558360516669,0.12383041876073657,0.015265688639792552,0.01581040701890163,2.6739508314283795,2.5897459106076024,0.0,0.0,1.0
0.027577079590071853,0.02706520133141755,0.12748649728026856,0.013644315345339442,0.014095485000543945,3.273103132224805,1.991852346078885,0.0,0.0,1.0
0.030245789273569745,0.0322413094234126,0.13063441775604068,0.01120201633066023,0.011060753152710615,0.06204217125039258,2.2537681604787947,0.0,0.0,1.0
0.0037285380732620835,0.0037984096774157346,0.045949887532803574,4.6093886260395456e-5,4.6155651836809336e-5,0.9812688231220142,2.2748379386563076,0.0,0.0,1.0
0.03007651121039931,0.027929115825414044,0.12239796626403127,0.003328971836516509,0.0033741990003046674,2.204546817907623,1.6985810816195084,0.0,0.0,1.0
0.003645694058458465,0.0036828907973773584,0.047521762602014454,9.115508248497446e-5,9.099356560894611e-5,0.9913995704459709,1.679057246824203,0.0,0.0,1.0
0.04220308316750703,0.04004591926813261,0.15343731280928968,0.010257056217600855,0.010130103572213361,0.08371511890831991,2.071517849966213,0.0,0.0,1.0
0.03107527370623774,0.030528436265370343,0.13389292870223513,0.01438231705661945,0.014193060633991339,0.029491742243745893,1.6876131031127908,0.0,0.1,0.9
0.012212111674629156,0.011731631846414261,0.08199170562441402,0.0016662771736696731,0.001655155427034958,0.4421451527578428,2.3729291815631752,0.0,0.1,0.9
0.021917322965602816,0.020634714070534497,0.10688374153864386,0.010153547668766652,0.010028159615936949,0.08352972321505081,2.1423924594475685,0.0,0.1,0.9
0.05657677589363115,0.05873424353619137,0.18542321345762167,0.009331012375439499,0.009218020754832246,0.10665900252763744,2.004892397407378,0.0,0.1,0.9
0.007612797565224788,0.007406322677053712,0.06643747607590045,5.516184819844656e-6,5.518700131687581e-6,0.9990757215812639,2.0857511426719784,0.0,0.1,0.9
0.009813876134428266,0.010370203758347386,0.06981224477553456,0.0005916716120463253,0.0005946973969526009,1.1104396934130334,2.506568770053662,0.0,0.1,0.9
0.02227196420615848,0.022397161811065408,0.11739384912066907,0.004537576097206397,0.004493196493180807,0.2815570983229944,2.016275113864908,0.0,0.1,0.9
0.027092691523310383,0.029745364817207295,0.1171591706976371,0.008130640247216374,0.008035557265840626,0.15573948923849634,1.6890669320058005,0.0,0.1,0.9
0.00578847966208971,0.005907493482396226,0.05676302426302992,0.0022226848636696106,0.002206011220207929,0.3453148212118287,2.6295821160180073,0.0,0.1,0.9
0.01520307503048789,0.01544369023713136,0.09754935870166744,0.0019050405768370193,0.0018916082604339413,0.5736561093706083,1.552405002967801,0.0,0.1,0.9
0.013677149895414943,0.013226725105925161,0.08830425290217918,0.00862573601137312,0.008523299977860471,0.13732061041658655,1.7384093722603788,0.0,0.2,0.8
0.018956027760945095,0.01851749025732936,0.10620607809819356,0.0091505538779314,0.00904027080730345,0.11868533383392904,1.8234018979567836,0.0,0.2,0.8
0.02289357408314523,0.021533897319126725,0.10837376479909028,0.008264551055518293,0.008167484641103014,0.13203180903812467,2.0442932471153314,0.0,0.2,0.8
0.011944797336769146,0.011753727341195709,0.08416994665459802,0.0021379598506391165,0.0021221681988294397,0.49198077862749423,1.826852209341207,0.0,0.2,0.8
0.01970101655295564,0.020746732074413604,0.10813820604567369,0.010854615080037003,0.010718617061212146,0.07278491270365901,2.064163546851355,0.0,0.2,0.8
0.02055998486967909,0.020590098163425392,0.11155106810749545,0.014449337804526743,0.014259080359993057,0.029098256675456284,1.6768236214630527,0.0,0.2,0.8
0.0325259897889064,0.03842287620796407,0.1092076320553377,0.005912186683473673,0.005849137747018146,0.17309271814705773,2.528947893677721,0.0,0.2,0.8
0.031024528761088424,0.034679590735461105,0.12468373438469912,0.013091743831826153,0.012921872088376543,0.04077242124056984,1.9829454662334358,0.0,0.2,0.8
0.011360787460674766,0.011375983712610544,0.08397366764832344,0.009595830275555467,0.009478855856764626,0.09180683450300448,2.227572079169246,0.0,0.2,0.8
0.02981607494982967,0.029564617027126518,0.1360501292935401,0.007577801027454582,0.007490857948495244,0.16551795577655629,1.827242911838801,0.0,0.2,0.8
0.03236909507643326,0.032195221728335936,0.14052148679731657,0.008317992922857335,0.008220133788077587,0.11402217171054549,2.3636953599830233,0.0,0.3,0.7
